TIMEID	TIME_KEY
2452275	29082012
2452275	30082012
2452275	31082012
2452275	01092012
2452275	02092012
2452275	03092012
2452275	04092012
2452275	05092012
2452275	06092012
2452275	07092012
2452275	08092012
2452275	09092012
2452275	10092012
2452275	11092012
2452275	12092012
2452275	13092012
2452275	14092012
2452275	15092012
2452275	16092012
2452275	17092012
2452275	18092012
2452275	19092012
2452275	20092012
2452275	21092012
2452275	22092012
2452275	23092012
2452275	24092012
2452275	25092012
2452275	26092012
2452275	27092012
2452275	28092012
2452275	29092012
2452275	30092012
2452275	01102012
2452275	02102012
2452275	03102012
2452275	04102012
2452275	05102012
2452275	06102012
2452275	07102012
2452275	08102012
2452275	09102012
2452275	10102012
2452275	11102012
2452275	12102012
2452275	13102012
2452275	14102012
2452275	15102012
2452275	16102012
2452275	17102012
2452275	18102012
2452275	19102012
2452275	20102012
2452275	21102012
2452275	22102012
2452275	23102012
2452275	24102012
2452275	25102012
2452275	26102012
2452275	27102012
2452275	28102012
2452275	29102012
2452275	30102012
2452275	31102012
2452275	01112012
2452275	02112012
2452275	03112012
2452275	04112012
2452275	05112012
2452275	06112012
2452275	07112012
2452275	08112012
2452275	09112012
2452275	10112012
2452275	11112012
2452275	12112012
2452275	13112012
2452275	14112012
2452275	15112012
2452275	16112012
2452275	17112012
2452275	18112012
2452275	19112012
2452275	20112012
2452275	21112012
2452275	22112012
2452275	23112012
2452275	24112012
2452275	25112012
2452275	26112012
2452275	27112012
2452275	28112012
2452275	29112012
2452275	30112012
2452275	01122012
2452275	02122012
2452275	03122012
2452275	04122012
2452275	05122012
2452275	06122012
2452275	07122012
2452275	08122012
2452275	09122012
2452275	10122012
2452275	11122012
2452275	12122012
2452275	13122012
2452275	14122012
2452275	15122012
2452275	16122012
2452275	17122012
2452275	18122012
2452275	19122012
2452275	20122012
2452275	21122012
2452275	22122012
2452275	23122012
2452275	24122012
2452275	25122012
2452275	26122012
2452275	27122012
2452275	28122012
2452275	29122012
2452275	30122012
2452275	31122012
